dataset,filtering,source,relation_1,relation_2,relation_3,relation_1_path,relation_2_path,relation_3_path,binary_join_median_runtime,worst_case_optimal_join_median_runtime,speedup,faster_class,join_0_size,join_0_explosion_factor,join_0_n_chains,join_0_avg_chain_length,join_0_ams_array_mean_per_update,join_0_size_if_chains_larger_3,join_0_size_if_chains_larger_6,join_1_size,join_1_n_chains,join_1_avg_chain_length,join_1_ams_array_mean_per_update,predicted_join_size,both_joins_avg_chain_length,both_joins_combined_size,larger_join_avg_chain_length,chain_diff,max_avg_chain_length,min_avg_chain_length,min_ams_sketch,n_unique_relations,explosion_factor,join_0_vs_join_1_size,explosion_factor_join_0,explosion_factor_join_1,explosion_factor_max_both,explosion_factor_min_both,execution_time
generated,False,tables,9117e7b3c6b5b7f7786a5d0aac0a0ded_gaussian_random_partition_edges,9117e7b3c6b5b7f7786a5d0aac0a0ded_gaussian_random_partition_edges,9117e7b3c6b5b7f7786a5d0aac0a0ded_gaussian_random_partition_edges,data/generated-and-snap-parquet/____e_b_c_b_b_f____a_d_aac_a_ded_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/____e_b_c_b_b_f____a_d_aac_a_ded_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/____e_b_c_b_b_f____a_d_aac_a_ded_gaussian_random_partition_edges.parquet,2.9965292000000003,1.7572404,1.719342666100998,1,250026,250026.0,1000,250.026,295.26181277147174,250026,250026,250026,1000,250.026,295.26181277147174,73823130.0,62513.000676,500052,250.026,0.0,250.026,250.026,295.26181277147174,1,295.26181277147174,1.0,295.26181277147174,295.26181277147174,295.26181277147174,295.26181277147174,2.9965292000000003
generated,False,tables,0a7bdbd667a5be032343b4136c169201_gaussian_random_partition_edges,0a7bdbd667a5be032343b4136c169201_gaussian_random_partition_edges,0a7bdbd667a5be032343b4136c169201_gaussian_random_partition_edges,data/generated-and-snap-parquet/_a_bdbd___a_be______b____c_______gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_a_bdbd___a_be______b____c_______gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_a_bdbd___a_be______b____c_______gaussian_random_partition_edges.parquet,4.879635800000001,2.5970926,1.9088944219663175,1,305103,305103.0,1000,305.103,361.2439995673592,305103,305103,305103,1000,305.103,361.2439995673592,110216628.0,93087.840609,610206,305.103,0.0,305.103,305.103,361.2439995673592,1,361.2439995673592,1.0,361.2439995673592,361.2439995673592,361.2439995673592,361.2439995673592,4.879635800000001
generated,False,tables,8ca9cdd25402458bb75dcbe773026459_gaussian_random_partition_edges,8ca9cdd25402458bb75dcbe773026459_gaussian_random_partition_edges,8ca9cdd25402458bb75dcbe773026459_gaussian_random_partition_edges,data/generated-and-snap-parquet/_ca_cdd________bb__dcbe__________gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_ca_cdd________bb__dcbe__________gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_ca_cdd________bb__dcbe__________gaussian_random_partition_edges.parquet,0.3293144,0.191984,1.716749276942871,1,100671,100671.0,1000,100.671,119.86901888329312,100671,100671,100671,1000,100.671,119.86901888329312,12067334.0,10134.650241,201342,100.671,0.0,100.671,100.671,119.86901888329312,1,119.86901888329312,1.0,119.86901888329312,119.86901888329312,119.86901888329312,119.86901888329312,0.3293144
generated,True,tables,a8ac9f6d7108feec80260fde4e951046_gaussian_random_partition_edges,a8ac9f6d7108feec80260fde4e951046_gaussian_random_partition_edges,65e23ab67e337d8fa20f0d00e7a68165_gaussian_random_partition_edges,data/generated-and-snap-parquet/a_ac_f_d____feec_____fde_e_______gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/a_ac_f_d____feec_____fde_e_______gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/__e__ab__e___d_fa__f_d__e_a______gaussian_random_partition_edges.parquet,13.7086084,10.816783400000002,1.2686150821385331,1,250149,250149.0,1000,250.149,298.54997621417635,250149,250149,696170,1000,696.17,817.5710645388339,205871279.5,174146.22933,946319,696.17,446.021,696.17,250.149,298.54997621417635,2,435.0991145691886,0.3593217173966129,822.9946132105265,295.71983782696753,295.71983782696753,822.9946132105265,13.7086084
generated,True,tables,b038b8242a08dca94a204fada7c569b5_gaussian_random_partition_edges,b038b8242a08dca94a204fada7c569b5_gaussian_random_partition_edges,b038b8242a08dca94a204fada7c569b5_gaussian_random_partition_edges,data/generated-and-snap-parquet/b___b____a__dca__a___fada_c___b__gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/b___b____a__dca__a___fada_c___b__gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/b___b____a__dca__a___fada_c___b__gaussian_random_partition_edges.parquet,3.6407182,2.02245,1.8551608035786535,1,250433,250433.0,1000,250.433,299.1079769838639,250433,250433,250433,1000,250.433,299.1079769838639,74906508.0,62716.687489,500866,250.433,0.0,250.433,250.433,299.1079769838639,1,299.1079769838639,1.0,299.1079769838639,299.1079769838639,299.1079769838639,299.1079769838639,3.6407182
generated,False,tables,40c95d13fcedf329d9b04b1dcabd59b3_gaussian_random_partition_edges,40c95d13fcedf329d9b04b1dcabd59b3_gaussian_random_partition_edges,40c95d13fcedf329d9b04b1dcabd59b3_gaussian_random_partition_edges,data/generated-and-snap-parquet/__c__d__fcedf___d_b__b_dcabd__b__gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/__c__d__fcedf___d_b__b_dcabd__b__gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/__c__d__fcedf___d_b__b_dcabd__b__gaussian_random_partition_edges.parquet,3.5690026,1.9527666,1.8966512359046608,1,250169,250169.0,1000,250.169,296.3716447681367,250169,250169,250169,1000,250.169,296.3716447681367,74142998.0,62584.52856100001,500338,250.169,0.0,250.169,250.169,296.3716447681367,1,296.3716447681367,1.0,296.3716447681367,296.3716447681367,296.3716447681367,296.3716447681367,3.5690026
generated,False,tables,39fb3fa67370c7b5d172f3c39b31cf3d_gaussian_random_partition_edges,39fb3fa67370c7b5d172f3c39b31cf3d_gaussian_random_partition_edges,39fb3fa67370c7b5d172f3c39b31cf3d_gaussian_random_partition_edges,data/generated-and-snap-parquet/__fb_fa_____c_b_d___f_c__b__cf_d_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/__fb_fa_____c_b_d___f_c__b__cf_d_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/__fb_fa_____c_b_d___f_c__b__cf_d_gaussian_random_partition_edges.parquet,11.1310852,6.6848062,1.721532236407145,1,403587,403587.0,1000,403.587,478.1434957022897,403587,403587,403587,1000,403.587,478.1434957022897,192972499.0,162882.46656899998,807174,403.587,0.0,403.587,403.587,478.1434957022897,1,478.1434957022897,1.0,478.1434957022897,478.1434957022897,478.1434957022897,478.1434957022897,11.1310852
generated,False,tables,54183eb2412999a97154d2d30e975e88_edges_newman_watts_strogatz,54183eb2412999a97154d2d30e975e88_edges_newman_watts_strogatz,54183eb2412999a97154d2d30e975e88_edges_newman_watts_strogatz,data/generated-and-snap-parquet/_____eb_______a_____d_d__e___e___edges_newman_watts_strogatz.parquet,data/generated-and-snap-parquet/_____eb_______a_____d_d__e___e___edges_newman_watts_strogatz.parquet,data/generated-and-snap-parquet/_____eb_______a_____d_d__e___e___edges_newman_watts_strogatz.parquet,2.3021508000000006,2.3811974,1.0055998018635142,1,1680040,1680040.0,100000,16.8004,18.82132508749792,1680040,1680040,1680040,100000,16.8004,18.82132508749792,31620579.0,282.25344015999997,3360080,16.8004,0.0,16.8004,16.8004,18.82132508749792,1,18.82132508749792,1.0,18.82132508749792,18.82132508749792,18.82132508749792,18.82132508749792,2.3021508000000006
generated,False,tables,2b92bd8d3845f01601ff2f349d61a021_gaussian_random_partition_edges,2b92bd8d3845f01601ff2f349d61a021_gaussian_random_partition_edges,2b92bd8d3845f01601ff2f349d61a021_gaussian_random_partition_edges,data/generated-and-snap-parquet/_b__bd_d____f_____ff_f___d__a____gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_b__bd_d____f_____ff_f___d__a____gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_b__bd_d____f_____ff_f___d__a____gaussian_random_partition_edges.parquet,37.3486846,27.3614358,1.3783111678453233,1,697028,697028.0,1000,697.028,818.7097017623395,697028,697028,697028,1000,697.028,818.7097017623395,570663586.0,485848.032784,1394056,697.028,0.0,697.028,697.028,818.7097017623395,1,818.7097017623395,1.0,818.7097017623395,818.7097017623395,818.7097017623395,818.7097017623395,37.3486846
generated,False,tables,941968b30e0d046a6243b3a931c3f9ef_gaussian_random_partition_edges,941968b30e0d046a6243b3a931c3f9ef_gaussian_random_partition_edges,941968b30e0d046a6243b3a931c3f9ef_gaussian_random_partition_edges,data/generated-and-snap-parquet/______b__e_d___a____b_a___c_f_ef_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/______b__e_d___a____b_a___c_f_ef_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/______b__e_d___a____b_a___c_f_ef_gaussian_random_partition_edges.parquet,5.6979444,4.2961928,1.7742335799743434,1,306066,306066.0,1000,306.066,360.58069174622466,306066,306066,306066,1000,306.066,360.58069174622466,110361490.0,93676.39635599998,612132,306.066,0.0,306.066,306.066,360.58069174622466,1,360.58069174622466,1.0,360.58069174622466,360.58069174622466,360.58069174622466,360.58069174622466,5.6979444
generated,False,tables,eb08c885cabbf3f45e3cbe9028805446_gaussian_random_partition_edges,eb08c885cabbf3f45e3cbe9028805446_gaussian_random_partition_edges,eb08c885cabbf3f45e3cbe9028805446_gaussian_random_partition_edges,data/generated-and-snap-parquet/eb__c___cabbf_f__e_cbe___________gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/eb__c___cabbf_f__e_cbe___________gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/eb__c___cabbf_f__e_cbe___________gaussian_random_partition_edges.parquet,2.9242874,1.7419284000000002,1.6115169817027035,1,250165,250165.0,1000,250.165,295.7219635040873,250165,250165,250165,1000,250.165,295.7219635040873,73979285.0,62582.527225,500330,250.165,0.0,250.165,250.165,295.7219635040873,1,295.7219635040873,1.0,295.7219635040873,295.7219635040873,295.7219635040873,295.7219635040873,2.9242874
generated,True,tables,8b09e076bb0b4329c06a53680d96a719_gaussian_random_partition_edges,8b09e076bb0b4329c06a53680d96a719_gaussian_random_partition_edges,8b09e076bb0b4329c06a53680d96a719_gaussian_random_partition_edges,data/generated-and-snap-parquet/_b__e___bb_b____c__a_____d__a____gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_b__e___bb_b____c__a_____d__a____gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_b__e___bb_b____c__a_____d__a____gaussian_random_partition_edges.parquet,3.5716136,2.0460096,1.8018835655485377,1,249957,249957.0,1000,249.957,297.161707813744,249957,249957,249957,1000,249.957,297.161707813744,74277649.0,62478.501849,499914,249.957,0.0,249.957,249.957,297.161707813744,1,297.161707813744,1.0,297.161707813744,297.161707813744,297.161707813744,297.161707813744,3.5716136
generated,True,tables,89af918772bd9de64501b806027d2319_gaussian_random_partition_edges,89af918772bd9de64501b806027d2319_gaussian_random_partition_edges,89af918772bd9de64501b806027d2319_gaussian_random_partition_edges,data/generated-and-snap-parquet/__af______bd_de_____b______d_____gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/__af______bd_de_____b______d_____gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/__af______bd_de_____b______d_____gaussian_random_partition_edges.parquet,2.8877870000000003,1.7340934,1.6656175040241934,1,250172,250172.0,1000,250.172,296.12132452872424,250172,250172,250172,1000,250.172,296.12132452872424,74081264.0,62586.029584,500344,250.172,0.0,250.172,250.172,296.12132452872424,1,296.12132452872424,1.0,296.12132452872424,296.12132452872424,296.12132452872424,296.12132452872424,2.8877870000000003
generated,True,tables,a7a2334dc676a7d367342e29f69adb3d_gaussian_random_partition_edges,a7a2334dc676a7d367342e29f69adb3d_gaussian_random_partition_edges,6cced9a4c94a9b2f1596d8b9dfb50fbd_gaussian_random_partition_edges,data/generated-and-snap-parquet/a_a____dc___a_d______e__f__adb_d_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/a_a____dc___a_d______e__f__adb_d_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_cced_a_c__a_b_f____d_b_dfb__fbd_gaussian_random_partition_edges.parquet,2.9615574,1.7221718,1.7296840384357957,1,250114,250114.0,1000,250.114,297.0034424302518,250114,250114,250155,1000,250.155,296.4128400391757,74035242.0,62567.26767,500269,250.155,0.0409999999999968,250.155,250.114,296.4128400391757,2,295.9817298293518,0.9998361016169974,296.00598926889336,295.9574743658931,295.9574743658931,296.00598926889336,2.9615574
generated,True,tables,1f24ef4c34336016fc327400a029a279_gaussian_random_partition_edges,b7472163e9e4a4443ae5e5de077af49d_gaussian_random_partition_edges,2fea83d85b11a5afa7ebc58132494a99_gaussian_random_partition_edges,data/generated-and-snap-parquet/_f__ef_c________fc______a___a____gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/b_______e_e_a____ae_e_de___af__d_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_fea__d__b__a_afa_ebc________a___gaussian_random_partition_edges.parquet,5.410356,3.378582199999999,1.7153737340994368,1,249951,249951.0,1000,249.951,298.172297770363,249951,249951,401786,1000,401.786,476.1102576993723,119183865.5,100426.812486,651737,401.786,151.835,401.786,249.951,298.172297770363,3,365.7422104315084,0.6220998242845694,476.8289204684118,296.6351876371999,296.6351876371999,476.8289204684118,5.410356
generated,True,tables,dd5286fc65f781e50d8b0e8f33044efe_gaussian_random_partition_edges,dd5286fc65f781e50d8b0e8f33044efe_gaussian_random_partition_edges,d2159a25affc97d38f5bfcf689fa2d84_gaussian_random_partition_edges,data/generated-and-snap-parquet/dd____fc__f___e__d_b_e_f_____efe_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/dd____fc__f___e__d_b_e_f_____efe_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/d____a__affc__d__f_bfcf___fa_d___gaussian_random_partition_edges.parquet,3.5945202000000003,1.9360228,1.8524218895102131,1,250361,250361.0,1000,250.361,295.016887614285,250361,250361,250395,1000,250.395,296.4846462589109,73852634.5,62689.142595,500756,250.395,0.0340000000000202,250.395,250.361,295.016887614285,2,294.96455159798387,0.9998642145410253,294.98458026609575,294.9445256494738,294.9445256494738,294.98458026609575,3.5945202000000003
generated,False,tables,130d170d48e4aff373a506b9d041af09_gaussian_random_partition_edges,130d170d48e4aff373a506b9d041af09_gaussian_random_partition_edges,130d170d48e4aff373a506b9d041af09_gaussian_random_partition_edges,data/generated-and-snap-parquet/___d___d__e_aff___a___b_d___af___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/___d___d__e_aff___a___b_d___af___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/___d___d__e_aff___a___b_d___af___gaussian_random_partition_edges.parquet,3.1159746,1.7560824,1.7231606962201091,1,250261,250261.0,1000,250.261,297.4684229664231,250261,250261,250261,1000,250.261,297.4684229664231,74444745.0,62630.568121,500522,250.261,0.0,250.261,250.261,297.4684229664231,1,297.4684229664231,1.0,297.4684229664231,297.4684229664231,297.4684229664231,297.4684229664231,3.1159746
generated,False,tables,fdbf9d6e7cdce3f40b0bda3647cf2c48_gaussian_random_partition_edges,fdbf9d6e7cdce3f40b0bda3647cf2c48_gaussian_random_partition_edges,fdbf9d6e7cdce3f40b0bda3647cf2c48_gaussian_random_partition_edges,data/generated-and-snap-parquet/fdbf_d_e_cdce_f__b_bda____cf_c___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/fdbf_d_e_cdce_f__b_bda____cf_c___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/fdbf_d_e_cdce_f__b_bda____cf_c___gaussian_random_partition_edges.parquet,10.3074314,5.960011199999999,1.7139133577318404,1,404420,404420.0,1000,404.42,479.0703995845903,404420,404420,404420,1000,404.42,479.0703995845903,193745651.0,163555.5364,808840,404.42,0.0,404.42,404.42,479.0703995845903,1,479.0703995845903,1.0,479.0703995845903,479.0703995845903,479.0703995845903,479.0703995845903,10.3074314
generated,True,tables,b399272e66add2a2a22a7b2b4aaed670_gaussian_random_partition_edges,8286ac3172d4d976d72c685fac567028_gaussian_random_partition_edges,3ccbc18e0be7bdf926886ba3c6a3fb1d_gaussian_random_partition_edges,data/generated-and-snap-parquet/b______e__add_a_a__a_b_b_aaed____gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/____ac____d_d___d__c___fac_______gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_ccbc__e_be_bdf______ba_c_a_fb_d_gaussian_random_partition_edges.parquet,4.5481052,3.6429876,0.5647742316317516,0,249988,249988.0,1000,249.988,296.4035513704658,249988,249988,596297,1000,596.297,706.6328138494744,176383194.5,149067.094436,846285,596.297,346.309,596.297,249.988,296.4035513704658,3,416.84112208062294,0.4192340394132454,705.5666451989696,295.79755474201613,295.79755474201613,705.5666451989696,4.5481052
generated,True,tables,487c61c77e3b66da60676ffb92747fec_gaussian_random_partition_edges,487c61c77e3b66da60676ffb92747fec_gaussian_random_partition_edges,487c61c77e3b66da60676ffb92747fec_gaussian_random_partition_edges,data/generated-and-snap-parquet/___c__c__e_b__da_____ffb_____fec_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/___c__c__e_b__da_____ffb_____fec_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/___c__c__e_b__da_____ffb_____fec_gaussian_random_partition_edges.parquet,10.1303638,5.8856088,1.7182319814143163,1,403587,403587.0,1000,403.587,478.1434957022897,403587,403587,403587,1000,403.587,478.1434957022897,192972499.0,162882.46656899998,807174,403.587,0.0,403.587,403.587,478.1434957022897,1,478.1434957022897,1.0,478.1434957022897,478.1434957022897,478.1434957022897,478.1434957022897,10.1303638
